date,month_num,avg_temp,city
1936-01-01,1,28.2,boston
1936-02-01,2,22.8,boston
1936-03-01,3,41.8,boston
1936-04-01,4,45.3,boston
1936-05-01,5,60.6,boston
1936-06-01,6,66.6,boston
1936-07-01,7,71.1,boston
1936-08-01,8,69.7,boston
1936-09-01,9,62.6,boston
1936-10-01,10,54.5,boston
1936-11-01,11,39.5,boston
1936-12-01,12,34.9,boston
1937-01-01,1,37.4,boston
1937-02-01,2,33.2,boston
1937-03-01,3,34.1,boston
1937-04-01,4,45.3,boston
1937-05-01,5,59.1,boston
1937-06-01,6,66.4,boston
1937-07-01,7,73.2,boston
1937-08-01,8,74.5,boston
1937-09-01,9,62.9,boston
1937-10-01,10,52.6,boston
1937-11-01,11,44,boston
1937-12-01,12,31.2,boston
1938-01-01,1,28,boston
1938-02-01,2,30.6,boston
1938-03-01,3,39.1,boston
1938-04-01,4,48.7,boston
1938-05-01,5,55.8,boston
1938-06-01,6,67.3,boston
1938-07-01,7,71.8,boston
1938-08-01,8,73.6,boston
1938-09-01,9,62.2,boston
1938-10-01,10,56,boston
1938-11-01,11,46.4,boston
1938-12-01,12,34,boston
1939-01-01,1,27.9,boston
1939-02-01,2,32.4,boston
1939-03-01,3,32.9,boston
1939-04-01,4,43.8,boston
1939-05-01,5,56.4,boston
1939-06-01,6,65.7,boston
1939-07-01,7,72.3,boston
1939-08-01,8,73.8,boston
1939-09-01,9,64.5,boston
1939-10-01,10,54.1,boston
1939-11-01,11,40.8,boston
1939-12-01,12,33.4,boston
1940-01-01,1,23,boston
1940-02-01,2,29.6,boston
1940-03-01,3,33.1,boston
1940-04-01,4,43.6,boston
1940-05-01,5,56.3,boston
1940-06-01,6,65.1,boston
1940-07-01,7,71.5,boston
1940-08-01,8,68.5,boston
1940-09-01,9,63.3,boston
1940-10-01,10,50.6,boston
1940-11-01,11,42.9,boston
1940-12-01,12,34.3,boston
1941-01-01,1,25.3,boston
1941-02-01,2,29.4,boston
1941-03-01,3,33.4,boston
1941-04-01,4,51.6,boston
1941-05-01,5,59.9,boston
1941-06-01,6,68.2,boston
1941-07-01,7,71.4,boston
1941-08-01,8,70.6,boston
1941-09-01,9,66,boston
1941-10-01,10,55.9,boston
1941-11-01,11,48,boston
1941-12-01,12,35.2,boston
1942-01-01,1,28.5,boston
1942-02-01,2,27.2,boston
1942-03-01,3,40.8,boston
1942-04-01,4,49.7,boston
1942-05-01,5,60.7,boston
1942-06-01,6,67.4,boston
1942-07-01,7,71.1,boston
1942-08-01,8,70.7,boston
1942-09-01,9,64.5,boston
1942-10-01,10,55.8,boston
1942-11-01,11,43.5,boston
1942-12-01,12,28.6,boston
1943-01-01,1,25.5,boston
1943-02-01,2,30.6,boston
1943-03-01,3,36,boston
1943-04-01,4,43.4,boston
1943-05-01,5,57.6,boston
1943-06-01,6,71.1,boston
1943-07-01,7,74.1,boston
1943-08-01,8,71,boston
1943-09-01,9,62.9,boston
1943-10-01,10,53.9,boston
1943-11-01,11,43.3,boston
1943-12-01,12,29.5,boston
1944-01-01,1,30.9,boston
1944-02-01,2,29.6,boston
1944-03-01,3,34.1,boston
1944-04-01,4,44.7,boston
1944-05-01,5,63.2,boston
1944-06-01,6,67,boston
1944-07-01,7,73.8,boston
1944-08-01,8,74.7,boston
1944-09-01,9,65,boston
1944-10-01,10,53.7,boston
1944-11-01,11,43.2,boston
1944-12-01,12,30.8,boston
1945-01-01,1,23.7,boston
1945-02-01,2,30.5,boston
1945-03-01,3,46.3,boston
1945-04-01,4,52.5,boston
1945-05-01,5,55.1,boston
1945-06-01,6,66.6,boston
1945-07-01,7,71.9,boston
1945-08-01,8,70.7,boston
1945-09-01,9,67.1,boston
1945-10-01,10,53.1,boston
1945-11-01,11,45.5,boston
1945-12-01,12,28.5,boston
1946-01-01,1,28.3,boston
1946-02-01,2,27.6,boston
1946-03-01,3,47.2,boston
1946-04-01,4,46.1,boston
1946-05-01,5,58,boston
1946-06-01,6,67.5,boston
1946-07-01,7,70.9,boston
1946-08-01,8,67.8,boston
1946-09-01,9,65.9,boston
1946-10-01,10,58.4,boston
1946-11-01,11,47.9,boston
1946-12-01,12,34.8,boston
1947-01-01,1,32.6,boston
1947-02-01,2,29.6,boston
1947-03-01,3,37.7,boston
1947-04-01,4,47.1,boston
1947-05-01,5,56.9,boston
1947-06-01,6,65.4,boston
1947-07-01,7,74.3,boston
1947-08-01,8,73.1,boston
1947-09-01,9,64.7,boston
1947-10-01,10,61.5,boston
1947-11-01,11,41.2,boston
1947-12-01,12,30.4,boston
1948-01-01,1,23.3,boston
1948-02-01,2,26.9,boston
1948-03-01,3,38,boston
1948-04-01,4,48,boston
1948-05-01,5,55,boston
1948-06-01,6,63.6,boston
1948-07-01,7,74.5,boston
1948-08-01,8,73.7,boston
1948-09-01,9,65.7,boston
1948-10-01,10,54.3,boston
1948-11-01,11,49.6,boston
1948-12-01,12,36.3,boston
1949-01-01,1,34.7,boston
1949-02-01,2,34.4,boston
1949-03-01,3,39.2,boston
1949-04-01,4,50.9,boston
1949-05-01,5,60.3,boston
1949-06-01,6,71.6,boston
1949-07-01,7,76.3,boston
1949-08-01,8,74.4,boston
1949-09-01,9,63.2,boston
1949-10-01,10,58.4,boston
1949-11-01,11,43.5,boston
1949-12-01,12,36.8,boston
1950-01-01,1,36.2,boston
1950-02-01,2,28,boston
1950-03-01,3,33.7,boston
1950-04-01,4,46.7,boston
1950-05-01,5,55.8,boston
1950-06-01,6,69.1,boston
1950-07-01,7,73.5,boston
1950-08-01,8,70.8,boston
1950-09-01,9,61.5,boston
1950-10-01,10,56.3,boston
1950-11-01,11,47.8,boston
1950-12-01,12,35.5,boston
1951-01-01,1,34,boston
1951-02-01,2,34.7,boston
1951-03-01,3,39,boston
1951-04-01,4,51,boston
1951-05-01,5,59.1,boston
1951-06-01,6,66,boston
1951-07-01,7,74,boston
1951-08-01,8,70.6,boston
1951-09-01,9,65.5,boston
1951-10-01,10,54.8,boston
1951-11-01,11,42.6,boston
1951-12-01,12,35,boston
1952-01-01,1,32.6,boston
1952-02-01,2,32.5,boston
1952-03-01,3,37.2,boston
1952-04-01,4,50.5,boston
1952-05-01,5,57.2,boston
1952-06-01,6,70.6,boston
1952-07-01,7,77.5,boston
1952-08-01,8,72.2,boston
1952-09-01,9,66.3,boston
1952-10-01,10,53,boston
1952-11-01,11,44.9,boston
1952-12-01,12,35.6,boston
1953-01-01,1,34.7,boston
1953-02-01,2,35,boston
1953-03-01,3,39,boston
1953-04-01,4,48.9,boston
1953-05-01,5,58.4,boston
1953-06-01,6,70.5,boston
1953-07-01,7,73.2,boston
1953-08-01,8,72,boston
1953-09-01,9,66.3,boston
1953-10-01,10,56.2,boston
1953-11-01,11,48.6,boston
1953-12-01,12,40.1,boston
1954-01-01,1,25.9,boston
1954-02-01,2,36.4,boston
1954-03-01,3,38.8,boston
1954-04-01,4,50.1,boston
1954-05-01,5,56.3,boston
1954-06-01,6,66.6,boston
1954-07-01,7,72.1,boston
1954-08-01,8,70.1,boston
1954-09-01,9,63.2,boston
1954-10-01,10,58.6,boston
1954-11-01,11,44.4,boston
1954-12-01,12,34.4,boston
1955-01-01,1,28.5,boston
1955-02-01,2,32,boston
1955-03-01,3,37.6,boston
1955-04-01,4,49.2,boston
1955-05-01,5,62.7,boston
1955-06-01,6,66.8,boston
1955-07-01,7,77.2,boston
1955-08-01,8,74.5,boston
1955-09-01,9,64.5,boston
1955-10-01,10,55.1,boston
1955-11-01,11,41.9,boston
1955-12-01,12,26.6,boston
1956-01-01,1,30.6,boston
1956-02-01,2,32.5,boston
1956-03-01,3,33.5,boston
1956-04-01,4,45.6,boston
1956-05-01,5,55.4,boston
1956-06-01,6,68.9,boston
1956-07-01,7,71.7,boston
1956-08-01,8,71.8,boston
1956-09-01,9,61.1,boston
1956-10-01,10,54.3,boston
1956-11-01,11,46.1,boston
1956-12-01,12,36,boston
1957-01-01,1,23.4,boston
1957-02-01,2,34.6,boston
1957-03-01,3,39,boston
1957-04-01,4,49.4,boston
1957-05-01,5,59.8,boston
1957-06-01,6,71.3,boston
1957-07-01,7,74.1,boston
1957-08-01,8,69.3,boston
1957-09-01,9,67.3,boston
1957-10-01,10,54.5,boston
1957-11-01,11,47.1,boston
1957-12-01,12,40,boston
1958-01-01,1,31,boston
1958-02-01,2,25.5,boston
1958-03-01,3,39,boston
1958-04-01,4,48.7,boston
1958-05-01,5,56.6,boston
1958-06-01,6,63.9,boston
1958-07-01,7,72.4,boston
1958-08-01,8,72.4,boston
1958-09-01,9,64.6,boston
1958-10-01,10,52.6,boston
1958-11-01,11,46.5,boston
1958-12-01,12,26.4,boston
1959-01-01,1,28.7,boston
1959-02-01,2,26.7,boston
1959-03-01,3,37,boston
1959-04-01,4,48.9,boston
1959-05-01,5,62.6,boston
1959-06-01,6,64.6,boston
1959-07-01,7,74.7,boston
1959-08-01,8,74.1,boston
1959-09-01,9,68.1,boston
1959-10-01,10,55,boston
1959-11-01,11,44.4,boston
1959-12-01,12,36.3,boston
1960-01-01,1,30.9,boston
1960-02-01,2,35.3,boston
1960-03-01,3,32.7,boston
1960-04-01,4,48.3,boston
1960-05-01,5,59.7,boston
1960-06-01,6,69.6,boston
1960-07-01,7,73.1,boston
1960-08-01,8,72.2,boston
1960-09-01,9,63.7,boston
1960-10-01,10,53.9,boston
1960-11-01,11,48,boston
1960-12-01,12,29.5,boston
1961-01-01,1,25,boston
1961-02-01,2,31.6,boston
1961-03-01,3,36.8,boston
1961-04-01,4,45.2,boston
1961-05-01,5,56.3,boston
1961-06-01,6,68.9,boston
1961-07-01,7,72.1,boston
1961-08-01,8,72.5,boston
1961-09-01,9,68.9,boston
1961-10-01,10,57.3,boston
1961-11-01,11,44.6,boston
1961-12-01,12,32.8,boston
1962-01-01,1,28.7,boston
1962-02-01,2,26.7,boston
1962-03-01,3,38.5,boston
1962-04-01,4,49.3,boston
1962-05-01,5,57.2,boston
1962-06-01,6,68.4,boston
1962-07-01,7,70.3,boston
1962-08-01,8,69.9,boston
1962-09-01,9,62.9,boston
1962-10-01,10,54.1,boston
1962-11-01,11,41.7,boston
1962-12-01,12,30,boston
1963-01-01,1,29.5,boston
1963-02-01,2,25.9,boston
1963-03-01,3,39,boston
1963-04-01,4,48.9,boston
1963-05-01,5,59.4,boston
1963-06-01,6,69.4,boston
1963-07-01,7,74.7,boston
1963-08-01,8,70.4,boston
1963-09-01,9,60.8,boston
1963-10-01,10,60,boston
1963-11-01,11,48.3,boston
1963-12-01,12,25.8,boston
1964-01-01,1,31.7,boston
1964-02-01,2,29.1,boston
1964-03-01,3,38.7,boston
1964-04-01,4,46.1,boston
1964-05-01,5,60.3,boston
1964-06-01,6,67,boston
1964-07-01,7,71.5,boston
1964-08-01,8,66.4,boston
1964-09-01,9,62,boston
1964-10-01,10,52.5,boston
1964-11-01,11,44.1,boston
1964-12-01,12,32.4,boston
1965-01-01,1,25.4,boston
1965-02-01,2,27.9,boston
1965-03-01,3,35.8,boston
1965-04-01,4,44.2,boston
1965-05-01,5,59.5,boston
1965-06-01,6,67.4,boston
1965-07-01,7,71,boston
1965-08-01,8,70.5,boston
1965-09-01,9,62.5,boston
1965-10-01,10,52.8,boston
1965-11-01,11,42.1,boston
1965-12-01,12,36.1,boston
1966-01-01,1,28.8,boston
1966-02-01,2,31.3,boston
1966-03-01,3,39.7,boston
1966-04-01,4,45.9,boston
1966-05-01,5,57.2,boston
1966-06-01,6,69.4,boston
1966-07-01,7,74.9,boston
1966-08-01,8,71.2,boston
1966-09-01,9,63.5,boston
1966-10-01,10,54.4,boston
1966-11-01,11,46.8,boston
1966-12-01,12,34.2,boston
1967-01-01,1,35.1,boston
1967-02-01,2,26.4,boston
1967-03-01,3,33.1,boston
1967-04-01,4,44.9,boston
1967-05-01,5,51.6,boston
1967-06-01,6,67.2,boston
1967-07-01,7,72.9,boston
1967-08-01,8,70.8,boston
1967-09-01,9,62.7,boston
1967-10-01,10,53.7,boston
1967-11-01,11,40.1,boston
1967-12-01,12,34.9,boston
1968-01-01,1,25.5,boston
1968-02-01,2,26,boston
1968-03-01,3,39.1,boston
1968-04-01,4,49.6,boston
1968-05-01,5,56.1,boston
1968-06-01,6,64.8,boston
1968-07-01,7,75.2,boston
1968-08-01,8,70.7,boston
1968-09-01,9,64.9,boston
1968-10-01,10,57.9,boston
1968-11-01,11,43.8,boston
1968-12-01,12,30.9,boston
1969-01-01,1,29.3,boston
1969-02-01,2,29.4,boston
1969-03-01,3,35.4,boston
1969-04-01,4,50.6,boston
1969-05-01,5,58.5,boston
1969-06-01,6,69.3,boston
1969-07-01,7,71,boston
1969-08-01,8,74.3,boston
1969-09-01,9,63.7,boston
1969-10-01,10,54.3,boston
1969-11-01,11,44.9,boston
1969-12-01,12,33.4,boston
1970-01-01,1,23,boston
1970-02-01,2,32.3,boston
1970-03-01,3,37.4,boston
1970-04-01,4,49,boston
1970-05-01,5,59.6,boston
1970-06-01,6,67,boston
1970-07-01,7,74.2,boston
1970-08-01,8,73.6,boston
1970-09-01,9,65.6,boston
1970-10-01,10,54.9,boston
1970-11-01,11,44.8,boston
1970-12-01,12,28.9,boston
1971-01-01,1,23.7,boston
1971-02-01,2,30.4,boston
1971-03-01,3,36.7,boston
1971-04-01,4,45.1,boston
1971-05-01,5,55.7,boston
1971-06-01,6,69.1,boston
1971-07-01,7,73.4,boston
1971-08-01,8,73.4,boston
1971-09-01,9,67.9,boston
1971-10-01,10,59.8,boston
1971-11-01,11,43.1,boston
1971-12-01,12,36.3,boston
1972-01-01,1,33,boston
1972-02-01,2,29.6,boston
1972-03-01,3,36.3,boston
1972-04-01,4,44.9,boston
1972-05-01,5,57.6,boston
1972-06-01,6,65.4,boston
1972-07-01,7,73.7,boston
1972-08-01,8,71.5,boston
1972-09-01,9,65.7,boston
1972-10-01,10,51.8,boston
1972-11-01,11,42.3,boston
1972-12-01,12,33,boston
1973-01-01,1,31.4,boston
1973-02-01,2,30.1,boston
1973-03-01,3,43.3,boston
1973-04-01,4,49.9,boston
1973-05-01,5,57,boston
1973-06-01,6,70,boston
1973-07-01,7,74.2,boston
1973-08-01,8,74.8,boston
1973-09-01,9,64.4,boston
1973-10-01,10,55.6,boston
1973-11-01,11,45.8,boston
1973-12-01,12,39.5,boston
1974-01-01,1,31.7,boston
1974-02-01,2,29.1,boston
1974-03-01,3,38.7,boston
1974-04-01,4,50.8,boston
1974-05-01,5,54.7,boston
1974-06-01,6,64.8,boston
1974-07-01,7,72.4,boston
1974-08-01,8,72,boston
1974-09-01,9,63.7,boston
1974-10-01,10,50,boston
1974-11-01,11,45.3,boston
1974-12-01,12,37.7,boston
1975-01-01,1,34.9,boston
1975-02-01,2,32,boston
1975-03-01,3,36.8,boston
1975-04-01,4,45.1,boston
1975-05-01,5,61.4,boston
1975-06-01,6,67.5,boston
1975-07-01,7,75.9,boston
1975-08-01,8,72.9,boston
1975-09-01,9,63.9,boston
1975-10-01,10,57.3,boston
1975-11-01,11,51.8,boston
1975-12-01,12,34.4,boston
1976-01-01,1,26.1,boston
1976-02-01,2,37.3,boston
1976-03-01,3,41.1,boston
1976-04-01,4,55.1,boston
1976-05-01,5,60.2,boston
1976-06-01,6,73.4,boston
1976-07-01,7,72.9,boston
1976-08-01,8,71.9,boston
1976-09-01,9,64.9,boston
1976-10-01,10,52.3,boston
1976-11-01,11,41.9,boston
1976-12-01,12,29,boston
1977-01-01,1,23.2,boston
1977-02-01,2,30.7,boston
1977-03-01,3,44.7,boston
1977-04-01,4,51.3,boston
1977-05-01,5,62.6,boston
1977-06-01,6,67.4,boston
1977-07-01,7,74.9,boston
1977-08-01,8,73.4,boston
1977-09-01,9,64.4,boston
1977-10-01,10,55.3,boston
1977-11-01,11,48.1,boston
1977-12-01,12,34.2,boston
1978-01-01,1,28.4,boston
1978-02-01,2,27,boston
1978-03-01,3,36.2,boston
1978-04-01,4,48.8,boston
1978-05-01,5,59.3,boston
1978-06-01,6,68.2,boston
1978-07-01,7,72,boston
1978-08-01,8,71.6,boston
1978-09-01,9,61.4,boston
1978-10-01,10,52.5,boston
1978-11-01,11,43.5,boston
1978-12-01,12,35.3,boston
1979-01-01,1,32.5,boston
1979-02-01,2,23.1,boston
1979-03-01,3,42.5,boston
1979-04-01,4,48.7,boston
1979-05-01,5,61.1,boston
1979-06-01,6,68.2,boston
1979-07-01,7,74.5,boston
1979-08-01,8,71.7,boston
1979-09-01,9,64.9,boston
1979-10-01,10,52.6,boston
1979-11-01,11,48.6,boston
1979-12-01,12,36.6,boston
1980-01-01,1,29.4,boston
1980-02-01,2,27.8,boston
1980-03-01,3,36.8,boston
1980-04-01,4,48.7,boston
1980-05-01,5,59.4,boston
1980-06-01,6,66.3,boston
1980-07-01,7,75.8,boston
1980-08-01,8,74.2,boston
1980-09-01,9,66.9,boston
1980-10-01,10,52.4,boston
1980-11-01,11,41.2,boston
1980-12-01,12,28.6,boston
1981-01-01,1,21.4,boston
1981-02-01,2,36.4,boston
1981-03-01,3,39.1,boston
1981-04-01,4,51.7,boston
1981-05-01,5,60.4,boston
1981-06-01,6,70.7,boston
1981-07-01,7,74.6,boston
1981-08-01,8,72,boston
1981-09-01,9,63.6,boston
1981-10-01,10,51.2,boston
1981-11-01,11,43.8,boston
1981-12-01,12,33.2,boston
1982-01-01,1,22.9,boston
1982-02-01,2,30.8,boston
1982-03-01,3,38.6,boston
1982-04-01,4,48.2,boston
1982-05-01,5,57.8,boston
1982-06-01,6,63.3,boston
1982-07-01,7,74.8,boston
1982-08-01,8,70.3,boston
1982-09-01,9,64,boston
1982-10-01,10,54.2,boston
1982-11-01,11,47.6,boston
1982-12-01,12,39.5,boston
1983-01-01,1,31.2,boston
1983-02-01,2,32.8,boston
1983-03-01,3,40.6,boston
1983-04-01,4,49.1,boston
1983-05-01,5,58.1,boston
1983-06-01,6,70.7,boston
1983-07-01,7,78,boston
1983-08-01,8,73.6,boston
1983-09-01,9,70.6,boston
1983-10-01,10,55.1,boston
1983-11-01,11,46.1,boston
1983-12-01,12,32.1,boston
1984-01-01,1,26.6,boston
1984-02-01,2,37.5,boston
1984-03-01,3,31.8,boston
1984-04-01,4,46.1,boston
1984-05-01,5,58,boston
1984-06-01,6,70.5,boston
1984-07-01,7,74.7,boston
1984-08-01,8,74.6,boston
1984-09-01,9,62.1,boston
1984-10-01,10,53.2,boston
1984-11-01,11,44.5,boston
1984-12-01,12,39.5,boston
1985-01-01,1,24.3,boston
1985-02-01,2,32.8,boston
1985-03-01,3,40.3,boston
1985-04-01,4,49.2,boston
1985-05-01,5,59.2,boston
1985-06-01,6,64.8,boston
1985-07-01,7,73.5,boston
1985-08-01,8,70.3,boston
1985-09-01,9,65.4,boston
1985-10-01,10,55.4,boston
1985-11-01,11,45.4,boston
1985-12-01,12,31.3,boston
1986-01-01,1,31.4,boston
1986-02-01,2,28.8,boston
1986-03-01,3,40.7,boston
1986-04-01,4,48.4,boston
1986-05-01,5,58.4,boston
1986-06-01,6,66,boston
1986-07-01,7,71,boston
1986-08-01,8,70.5,boston
1986-09-01,9,63.2,boston
1986-10-01,10,54,boston
1986-11-01,11,42.3,boston
1986-12-01,12,35.5,boston
1987-01-01,1,28.9,boston
1987-02-01,2,29.1,boston
1987-03-01,3,38.5,boston
1987-04-01,4,45.1,boston
1987-05-01,5,57.1,boston
1987-06-01,6,65.1,boston
1987-07-01,7,71.6,boston
1987-08-01,8,70.3,boston
1987-09-01,9,65.4,boston
1987-10-01,10,54.3,boston
1987-11-01,11,43.8,boston
1987-12-01,12,36.1,boston
1988-01-01,1,27.8,boston
1988-02-01,2,32.1,boston
1988-03-01,3,39.2,boston
1988-04-01,4,46.8,boston
1988-05-01,5,57.6,boston
1988-06-01,6,68.5,boston
1988-07-01,7,73.7,boston
1988-08-01,8,75.5,boston
1988-09-01,9,64.6,boston
1988-10-01,10,50.8,boston
1988-11-01,11,46.7,boston
1988-12-01,12,32.8,boston
1989-01-01,1,34.5,boston
1989-02-01,2,30.5,boston
1989-03-01,3,37.2,boston
1989-04-01,4,45.9,boston
1989-05-01,5,59.3,boston
1989-06-01,6,67.8,boston
1989-07-01,7,72.7,boston
1989-08-01,8,71.6,boston
1989-09-01,9,64.7,boston
1989-10-01,10,55.2,boston
1989-11-01,11,42.7,boston
1989-12-01,12,21.7,boston
1990-01-01,1,36.4,boston
1990-02-01,2,34.1,boston
1990-03-01,3,40.1,boston
1990-04-01,4,47.6,boston
1990-05-01,5,54.9,boston
1990-06-01,6,66.6,boston
1990-07-01,7,73.1,boston
1990-08-01,8,73.3,boston
1990-09-01,9,64.6,boston
1990-10-01,10,58.3,boston
1990-11-01,11,48.5,boston
1990-12-01,12,40.7,boston
1991-01-01,1,29.4,boston
1991-02-01,2,36,boston
1991-03-01,3,41.5,boston
1991-04-01,4,51.3,boston
1991-05-01,5,63.2,boston
1991-06-01,6,70,boston
1991-07-01,7,74.6,boston
1991-08-01,8,73.7,boston
1991-09-01,9,63.7,boston
1991-10-01,10,56.4,boston
1991-11-01,11,45.2,boston
1991-12-01,12,35.9,boston
1992-01-01,1,31,boston
1992-02-01,2,32.4,boston
1992-03-01,3,35.4,boston
1992-04-01,4,46.3,boston
1992-05-01,5,55.5,boston
1992-06-01,6,67.7,boston
1992-07-01,7,69.4,boston
1992-08-01,8,70.3,boston
1992-09-01,9,63.9,boston
1992-10-01,10,52.4,boston
1992-11-01,11,42.9,boston
1992-12-01,12,34.8,boston
1993-01-01,1,32.4,boston
1993-02-01,2,27.1,boston
1993-03-01,3,36.4,boston
1993-04-01,4,48.3,boston
1993-05-01,5,60.3,boston
1993-06-01,6,69.4,boston
1993-07-01,7,74.7,boston
1993-08-01,8,73.5,boston
1993-09-01,9,64.8,boston
1993-10-01,10,52.3,boston
1993-11-01,11,45.6,boston
1993-12-01,12,34.2,boston
1994-01-01,1,22.2,boston
1994-02-01,2,26.9,boston
1994-03-01,3,38.1,boston
1994-04-01,4,51.4,boston
1994-05-01,5,58.4,boston
1994-06-01,6,71.9,boston
1994-07-01,7,77.5,boston
1994-08-01,8,72.4,boston
1994-09-01,9,64.2,boston
1994-10-01,10,55.5,boston
1994-11-01,11,48.9,boston
1994-12-01,12,38.5,boston
1995-01-01,1,34.6,boston
1995-02-01,2,28.4,boston
1995-03-01,3,38.8,boston
1995-04-01,4,46.1,boston
1995-05-01,5,57.2,boston
1995-06-01,6,68.6,boston
1995-07-01,7,75.9,boston
1995-08-01,8,72.8,boston
1995-09-01,9,63.1,boston
1995-10-01,10,58.3,boston
1995-11-01,11,41.9,boston
1995-12-01,12,31.7,boston
1996-01-01,1,30.1,boston
1996-02-01,2,30.9,boston
1996-03-01,3,36.5,boston
1996-04-01,4,47.9,boston
1996-05-01,5,57.4,boston
1996-06-01,6,68.1,boston
1996-07-01,7,71.8,boston
1996-08-01,8,70.9,boston
1996-09-01,9,64.1,boston
1996-10-01,10,53.2,boston
1996-11-01,11,40.3,boston
1996-12-01,12,39.2,boston
1997-01-01,1,29.2,boston
1997-02-01,2,36,boston
1997-03-01,3,36.7,boston
1997-04-01,4,46.3,boston
1997-05-01,5,56.1,boston
1997-06-01,6,68.2,boston
1997-07-01,7,73.6,boston
1997-08-01,8,71.1,boston
1997-09-01,9,64.2,boston
1997-10-01,10,52.8,boston
1997-11-01,11,41.6,boston
1997-12-01,12,35.2,boston
1998-01-01,1,33.9,boston
1998-02-01,2,35.2,boston
1998-03-01,3,41.5,boston
1998-04-01,4,49.4,boston
1998-05-01,5,60.3,boston
1998-06-01,6,64.6,boston
1998-07-01,7,74.3,boston
1998-08-01,8,72.5,boston
1998-09-01,9,66.3,boston
1998-10-01,10,54.4,boston
1998-11-01,11,44.6,boston
1998-12-01,12,39.1,boston
1999-01-01,1,29.5,boston
1999-02-01,2,33.6,boston
1999-03-01,3,39.3,boston
1999-04-01,4,49.2,boston
1999-05-01,5,58.2,boston
1999-06-01,6,71,boston
1999-07-01,7,75.7,boston
1999-08-01,8,71.3,boston
1999-09-01,9,67.1,boston
1999-10-01,10,53,boston
1999-11-01,11,48,boston
1999-12-01,12,37.3,boston
2000-01-01,1,27.5,boston
2000-02-01,2,34.2,boston
2000-03-01,3,43.3,boston
2000-04-01,4,47.3,boston
2000-05-01,5,57.2,boston
2000-06-01,6,67.3,boston
2000-07-01,7,70,boston
2000-08-01,8,70.3,boston
2000-09-01,9,63.5,boston
2000-10-01,10,53.9,boston
2000-11-01,11,43.8,boston
2000-12-01,12,29.2,boston
2001-01-01,1,30,boston
2001-02-01,2,31.7,boston
2001-03-01,3,35.3,boston
2001-04-01,4,48.7,boston
2001-05-01,5,59.5,boston
2001-06-01,6,71.1,boston
2001-07-01,7,69.9,boston
2001-08-01,8,73.9,boston
2001-09-01,9,65.3,boston
2001-10-01,10,56.2,boston
2001-11-01,11,48.3,boston
2001-12-01,12,40.5,boston
2002-01-01,1,36.7,boston
2002-02-01,2,36.3,boston
2002-03-01,3,40.2,boston
2002-04-01,4,49.7,boston
2002-05-01,5,57.7,boston
2002-06-01,6,66.5,boston
2002-07-01,7,75.2,boston
2002-08-01,8,75.2,boston
2002-09-01,9,68.4,boston
2002-10-01,10,52.4,boston
2002-11-01,11,42.9,boston
2002-12-01,12,33.1,boston
2003-01-01,1,24.1,boston
2003-02-01,2,26.3,boston
2003-03-01,3,37.6,boston
2003-04-01,4,44.5,boston
2003-05-01,5,55.1,boston
2003-06-01,6,65.4,boston
2003-07-01,7,74.3,boston
2003-08-01,8,74.2,boston
2003-09-01,9,65.7,boston
2003-10-01,10,53,boston
2003-11-01,11,45.9,boston
2003-12-01,12,36,boston
2004-01-01,1,20.7,boston
2004-02-01,2,33,boston
2004-03-01,3,39.4,boston
2004-04-01,4,49.5,boston
2004-05-01,5,58.8,boston
2004-06-01,6,66.5,boston
2004-07-01,7,71,boston
2004-08-01,8,72,boston
2004-09-01,9,65.2,boston
2004-10-01,10,53.8,boston
2004-11-01,11,44.3,boston
2004-12-01,12,35,boston
2005-01-01,1,26.7,boston
2005-02-01,2,31.1,boston
2005-03-01,3,35.2,boston
2005-04-01,4,49.7,boston
2005-05-01,5,52.2,boston
2005-06-01,6,68.3,boston
2005-07-01,7,73.3,boston
2005-08-01,8,74.4,boston
2005-09-01,9,67.9,boston
2005-10-01,10,54.7,boston
2005-11-01,11,45.9,boston
2005-12-01,12,32.5,boston
2006-01-01,1,36.5,boston
2006-02-01,2,31,boston
2006-03-01,3,38.7,boston
2006-04-01,4,49.8,boston
2006-05-01,5,57,boston
2006-06-01,6,68.1,boston
2006-07-01,7,75.9,boston
2006-08-01,8,71.4,boston
2006-09-01,9,64.6,boston
2006-10-01,10,54.3,boston
2006-11-01,11,49.1,boston
2006-12-01,12,41,boston
2007-01-01,1,32.7,boston
2007-02-01,2,26.1,boston
2007-03-01,3,37.4,boston
2007-04-01,4,45.2,boston
2007-05-01,5,61.4,boston
2007-06-01,6,68.5,boston
2007-07-01,7,72.9,boston
2007-08-01,8,72.7,boston
2007-09-01,9,67.6,boston
2007-10-01,10,59.2,boston
2007-11-01,11,43,boston
2007-12-01,12,32.4,boston
2008-01-01,1,33.4,boston
2008-02-01,2,32.5,boston
2008-03-01,3,38.2,boston
2008-04-01,4,49.3,boston
2008-05-01,5,57.7,boston
2008-06-01,6,70.3,boston
2008-07-01,7,75,boston
2008-08-01,8,70,boston
2008-09-01,9,65.3,boston
2008-10-01,10,53.3,boston
2008-11-01,11,43.4,boston
2008-12-01,12,35.7,boston
2009-01-01,1,24.8,boston
2009-02-01,2,32.9,boston
2009-03-01,3,37.5,boston
2009-04-01,4,50.5,boston
2009-05-01,5,59.5,boston
2009-06-01,6,63.3,boston
2009-07-01,7,70.5,boston
2009-08-01,8,73.6,boston
